# 大陸地區大學及高等專科學歷查證
# https://mewtwo.nchu.edu.tw/enroll/vmhd_schoolqry

序號	學校名稱	所在地	網址	備註
159	北京財貿職業學院	北京市	http://www.bjczy.edu.cn/
160	北京信息職業技術學院	北京市	http://www.bitc.edu.cn/
161	北京勞動保障職業學院	北京市	http://www.bvclss.cn/
162	天津職業大學	天津市	http://www.tjtc.edu.cn/
163	天津中德職業技術學院	天津市	http://www.zdtj.cn/
164	天津電子信息職業技術學院	天津市	http://www.tjdz.net/
165	天津交通職業學院	天津市	http://www.tjtvc.com/
166	天津輕工職業技術學院	天津市	http://www.tjlivtc.edu.cn/
167	天津現代職業技術學院	天津市	http://www.xdxy.com.cn/
168	上海工藝美術職業學院	上海市	http://www.shgymy.com/
169	上海旅遊高等專科學校	上海市	http://www.sitsh.edu.cn/
170	上海電子信息職業技術學院	上海市	http://www.stiei.edu.cn/
171	上海出版印刷高等專科學校	上海市	http://www.sppc.edu.cn/
172	重慶工業職業技術學院	重慶市	http://www.cqipc.net/
173	重慶工程職業技術學院	重慶市	http://www.cqvie.com/
174	重慶電子工程職業學院	重慶市	http://www.cqcet.com/
175	重慶電力高等專科學校	重慶市	http://www.cqepc.com.cn/
176	重慶城市管理職業學院	重慶市	http://www.cswu.cn/
177	重慶工商職業學院	重慶市	http://www.cqtbi.edu.cn/
178	邢臺職業技術學院	河北省	http://www.xpc.edu.cn/
179	承德石油高等專科學校	河北省	http://www.cdpc.edu.cn/
180	河北工業職業技術學院	河北省	http://www.hbcit.edu.cn/
181	石家莊鐵路職業技術學院	河北省	http://www.sirt.edu.cn/
182	邯鄲職業技術學院	河北省	http://www.hdvtc.edu.cn/
183	唐山工業職業技術學院	河北省	http://www.tsgzy.edu.cn/
184	秦皇島職業技術學院	河北省	http://www.qhdvtc.com/
185	山西省財政稅務專科學校	山西省	http://www.sxftc.edu.cn/
186	山西工程職業技術學院	山西省	http://www.sxgy.cn/
187	山西煤炭職業技術學院	山西省	http://www.sxmtxy.com.cn/
188	山西建築職業技術學院	山西省	http://www.sxatc.com/
189	山西職業技術學院	山西省	http://www.sxzy.edu.cn/
190	遼寧省交通高等專科學校	遼寧省	http://www.lncc.edu.cn/
191	瀋陽職業技術學院	遼寧省	http://www.vtcsy.com/
192	大連職業技術學院	遼寧省	http://www.dlvtc.edu.cn/
193	遼寧農業職業技術學院	遼寧省	http://www.lnnzy.ln.cn/
194	遼寧石化職業技術學院	遼寧省	http://www.lnpc.edu.cn/
195	渤海船舶職業學院	遼寧省	http://www.bhcy.cn/
196	遼寧職業學院	遼寧省	http://www.lnvc.cn/
197	青島職業技術學院	山東省	http://www.qtc.edu.cn/
198	威海職業學院	山東省	http://www.weihaicollege.com/
199	山東商業職業技術學院	山東省	http://www.sict.edu.cn/
200	淄博職業學院	山東省	http://www.zbvc.cn/
201	日照職業技術學院	山東省	http://www.rzpt.cn/
202	山東科技職業學院	山東省	http://www.sdzy.com.cn/
203	濱州職業學院	山東省	http://www.bzpt.edu.cn/
204	煙臺職業學院	山東省	http://www.ytvc.com.cn/
205	山東職業學院	山東省	http://www.sdp.edu.cn/
206	東營職業學院	山東省	http://www.dyxy.net/
207	青島港灣職業技術學院	山東省	http://www.qdgw.edu.cn/
208	濟南職業學院	山東省	http://www.jnvc.cn/
209	山東畜牧獸醫職業學院	山東省	http://www.sdmyxy.cn/
210	長春汽車工業高等專科學校	吉林省	http://www.caii.edu.cn/
211	長春職業技術學院	吉林省	http://www.cvit.com.cn/
212	吉林工業職業技術學院	吉林省	http://www.jvcit.edu.cn/
213	吉林交通職業技術學院	吉林省	http://www.jjtc.com.cn/
214	黑龍江建築職業技術學院	黑龍江省	http://www.hcc.net.cn/
215	黑龍江農業工程職業學院	黑龍江省	http://www.hngzy.com/
216	大慶職業學院	黑龍江省	http://www.dqzyxy.net/
217	黑龍江農業經濟職業學院	黑龍江省	http://www.nyjj.net.cn/
218	哈爾濱鐵道職業技術學院	黑龍江省	http://www.htxy.net/
219	黑龍江職業學院	黑龍江省	http://www.hljp.edu.cn/
220	哈爾濱職業技術學院	黑龍江省	http://www.hzjxy.net/
221	福建船政交通職業學院	福建省	http://www.fjcpc.edu.cn/
222	漳州職業技術學院	福建省	http://www.fjzzy.org/
223	福建信息職業技術學院	福建省	http://www.mitu.cn/
224	福建林業職業技術學院	福建省	http://www.fjlzy.com/
225	閩西職業技術學院	福建省	http://www.mxdx.net/
226	南京工業職業技術學院	江蘇省	http://www.niit.edu.cn/
227	無錫職業技術學院	江蘇省	http://www.wxit.edu.cn/
228	江蘇農林職業技術學院	江蘇省	http://www.jsafc.net/
229	常州信息職業技術學院	江蘇省	http://www.ccit.js.cn/
230	蘇州工業園區職業技術學院	江蘇省	http://www.sipivt.edu.cn/
231	南通紡織職業技術學院	江蘇省	http://www.nttec.edu.cn/
232	江蘇建築職業技術學院	江蘇省	http://www.jsjzi.edu.cn/
233	南通航運職業技術學院	江蘇省	http://www.ntsc.edu.cn/
234	常州機電職業技術學院	江蘇省	http://www.czmec.cn/
235	蘇州工藝美術職業技術學院	江蘇省	http://www.sgmart.com/
236	南京化工職業技術學院	江蘇省	http://www.njcc.edu.cn/
237	南京信息職業技術學院	江蘇省	http://www.njcit.cn/
238	江蘇經貿職業技術學院	江蘇省	http://www.jseti.edu.cn/
239	江蘇食品職業技術學院	江蘇省	http://www.jsfsc.edu.cn/
240	江蘇畜牧獸醫職業技術學院	江蘇省	http://www.jsahvc.edu.cn/
241	寧波職業技術學院	浙江省	http://www.nbptweb.net/
242	浙江金融職業學院	浙江省	http://www.zfc.edu.cn/
243	浙江機電職業技術學院	浙江省	http://www.zime.edu.cn/
244	溫州職業技術學院	浙江省	http://www.wzvtc.cn/
245	金華職業技術學院	浙江省	http://www.jhc.edu.cn/
246	浙江經濟職業技術學院	浙江省	http://www.zjtie.edu.cn/
247	浙江旅遊職業學院	浙江省	http://www.tczj.net/
248	浙江交通職業技術學院	浙江省	http://www.zjvtit.edu.cn/
249	杭州職業技術學院	浙江省	http://www.hzvtc.edu.cn/
250	浙江建設職業技術學院	浙江省	http://www.zjjy.net/
251	蕪湖職業技術學院	安徽省	http://www.whptu.ah.cn/
252	安徽水利水電職業技術學院	安徽省	http://www.ahsdxy.ah.edu.cn/
253	安徽職業技術學院	安徽省	http://www.avtc.cn/
254	安徽機電職業技術學院	安徽省	http://www.ahcme.cn/
255	安徽電氣工程職業技術學院	安徽省	http://www.aepu.com.cn/
256	安徽商貿職業技術學院	安徽省	http://www.abc.edu.cn/
257	安徽交通職業技術學院	安徽省	http://www.ahctc.com/
258	阜陽職業技術學院	安徽省	http://www.fyvtc.edu.cn/
259	九江職業技術學院	江西省	http://www.jvtc.jx.cn/
260	江西現代職業技術學院	江西省	http://www.jxxdxy.com/
261	江西財經職業學院	江西省	http://www.jxvc.jx.cn/
262	江西應用技術職業學院	江西省	http://www.jxyyxy.com/xy/
263	江西交通職業技術學院	江西省	http://www.jxjtxy.com/
264	黃河水利職業技術學院	河南省	http://www.yrcti.edu.cn/
265	平頂山工業職業技術學院	河南省	http://www.pzxy.edu.cn/
266	商丘職業技術學院	河南省	http://www.sqzy.com.cn/
267	河南職業技術學院	河南省	http://www.hnzj.edu.cn/
268	河南工業職業技術學院	河南省	http://www.hnpi.cn/
269	河南農業職業學院	河南省	http://www.hnac.com.cn/
270	鄭州鐵路職業技術學院	河南省	http://www.zzrvtc.edu.cn
271	武漢職業技術學院	湖北省	http://www.wtc.edu.cn/
272	武漢船舶職業技術學院	湖北省	http://www.wspc.edu.cn/
273	湖北職業技術學院	湖北省	http://www.hbvtc.edu.cn/
274	武漢鐵路職業技術學院	湖北省	http://www.wru.com.cn/
275	襄陽職業技術學院	湖北省	http://www.hbxftc.com/
276	黃岡職業技術學院	湖北省	http://www.hgpu.edu.cn/
277	十堰職業技術學院	湖北省	http://www.syzy.com.cn/
278	鄂州職業大學	湖北省	http://www.ezu.net.cn/
279	武漢軟件工程職業學院	湖北省	http://www.whvcse.com/
280	長沙民政職業技術學院	湖南省	http://www.csmzxy.com/
281	湖南鐵道職業技術學院	湖南省	http://www.hnrpc.com/
282	永州職業技術學院	湖南省	http://www.hnyzzy.com/
283	湖南交通職業技術學院	湖南省	http://www.hnjtzy.com.cn/
284	湖南工業職業技術學院	湖南省	http://www.hunangy.com/
285	湖南大眾傳媒職業技術學院	湖南省	http://www.hnmmc.cn/
286	湖南科技職業學院	湖南省	http://www.hnkjxy.net.cn/
287	湖南工藝美術職業學院	湖南省	http://www.hnmeida.com.cn/
288	婁底職業技術學院	湖南省	http://www.ldzy.com/
289	廣州番禺職業技術學院	廣東省	http://www.gzpyp.edu.cn/
290	深圳職業技術學院	廣東省	http://www.szpt.edu.cn/
291	廣州民航職業技術學院	廣東省	http://www.caac.net/
292	廣東輕工職業技術學院	廣東省	http://www.gdqy.edu.cn/
293	順德職業技術學院	廣東省	http://www.sdpt.com.cn/
294	廣東交通職業技術學院	廣東省	http://new.gdcp.cn/
295	廣東水利電力職業技術學院	廣東省	http://www.gdsdxy.edu.cn/
296	廣州鐵路職業技術學院	廣東省	http://www.gtxy.cn/
297	廣東科學技術職業學院	廣東省	http://www.gdit.edu.cn/
298	深圳信息職業技術學院	廣東省	http://www.sziit.com.cn/
299	中山火炬職業技術學院	廣東省	http://www.zstp.cn/
300	海南職業技術學院	海南省	http://www.hcvt.cn/
301	海南經貿職業技術學院	海南省	http://www.hnjmc.com/
302	成都航空職業技術學院	四川省	http://www.cdavtc.edu.cn/
303	四川工程職業技術學院	四川省	http://www.scetc.net/
304	四川交通職業技術學院	四川省	http://www.svtcc.net/
305	四川建築職業技術學院	四川省	http://www.scatc.net/
306	綿陽職業技術學院	四川省	http://www.myvtc.edu.cn/
307	四川電力職業技術學院	四川省	http://www.xy.sc.sgcc.com.cn/
308	成都紡織高等專科學校	四川省	http://www.cdtc.edu.cn/
309	四川郵電職業技術學院	四川省	http://www.sptpc.com/
310	成都職業技術學院	四川省	http://www.cdvtc.com/
311	宜賓職業技術學院	四川省	http://www.ybzy.cn/
312	四川機電職業技術學院	四川省	http://www.scemi.com/
313	貴州交通職業技術學院	貴州省	http://www.gzjtzy.net/
314	銅仁職業技術學院	貴州省	http://www.trzy.cn/
315	雲南交通職業技術學院	雲南省	http://www.yncs.edu.cn/
316	昆明冶金高等專科學校	雲南省	http://www.kmyz.edu.cn/
317	雲南機電職業技術學院	雲南省	http://www.ynmec.com/
318	楊凌職業技術學院	陝西省	http://www.ylvtc.cn/
319	西安航空職業技術學院	陝西省	http://www.xihang.com.cn/
320	陝西工業職業技術學院	陝西省	http://www.sxpi.com.cn/
321	陝西鐵路工程職業技術學院	陝西省	http://www.sxri.net/
322	陝西職業技術學院	陝西省	http://www.spvec.com.cn/
323	蘭州石化職業技術學院	甘肅省	http://www.lzpcc.com.cn/
324	甘肅林業職業技術學院	甘肅省	http://www.gsfc.edu.cn/
325	酒泉職業技術學院	甘肅省	http://www.jqzy.com/
326	蘭州資源環境職業技術學院	甘肅省	http://www.lzre.edu.cn/
327	武威職業學院	甘肅省	http://www.wwoc.cn/
328	青海畜牧獸醫職業技術學院	青海省	http://www.qhxmzy.com.cn/
329	青海交通職業技術學院	青海省	http://www.qhctc.edu.cn/
330	南寧職業技術學院	廣西自治區	http://www.ncvt.net/
331	柳州職業技術學院	廣西自治區	http://www.lzzy.net/
332	廣西機電職業技術學院	廣西自治區	http://www.gxcme.edu.cn/
333	廣西職業技術學院	廣西自治區	http://www.gxzjy.com/
334	廣西水利電力職業技術學院	廣西自治區	http://www.gxsdxy.cn/
335	寧夏職業技術學院	寧夏自治區	http://www.nxtc.edu.cn/
336	寧夏財經職業技術學院	寧夏自治區	http://www.nxcy.edu.cn/
337	寧夏工商職業技術學院	寧夏自治區	http://www.nxgs.edu.cn/
338	西藏職業技術學院	西藏自治區	http://www.xzgzy.cn/
339	內蒙古建築職業技術學院	內蒙古自治區	http://www.imaa.edu.cn/
340	包頭職業技術學院	內蒙古自治區	http://www.btzyjsxy.cn/
341	內蒙古化工職業學院	內蒙古自治區	http://www.hgzyxy.com.cn/
342	內蒙古機電職業技術學院	內蒙古自治區	http://www.nmgjdxy.com/
343	新疆農業職業技術學院	新疆自治區	http://www.xjnzy.edu.cn/
344	克拉瑪依職業技術學院	新疆自治區	http://www.kzjsxy.net/
345	新疆輕工職業技術學院	新疆自治區	http://www.xjqg.edu.cn/
346	烏魯木齊職業大學	新疆自治區	http://www.uvu.edu.cn/
