ID	中文名称	英文名称	国家	国家索引	学校索引	状态（1表示正在加强审查中）
20716	艾因夏姆斯大学	Ain Shams University	埃及	A	A	0
20717	爱资哈尔大学	Al-Azhar University	埃及	A	A	0
20720	埃及日本科技大学	Egypt-Japan University of Science and Technology	埃及	A	A	0
106267	埃及国际大学	Misr International University	埃及	A	A	0
120807	阿瓦萨大学	Hawassa University	埃塞俄比亚	A	A	0
121286	阿玛达科技大学	Adama Science and Technology University	埃塞俄比亚	A	A	0
100164	安东布鲁克纳音乐表演与舞蹈艺术大学	Anton Bruckner Privatuniversität für Musik, Schauspiel und Tanz	奥地利	A	A	0
104280	奥地利科学与技术学院	Institute of Science and Technology Austria	奥地利	A	A	0
121528	安哥拉卢西亚达大学	Universidade Lusíada de Angola	安哥拉	A	A	0
1477	澳大利亚凯斯林大学	Australian Catholic University	澳大利亚	A	A	0
1496	澳大利亚国立大学	The Australian National University	澳大利亚	A	A	0
1497	阿德莱德大学	The University of Adelaide	澳大利亚	A	A	0
1516	澳大利亚圣母大学	The University of Notre Dame Australia	澳大利亚	A	A	0
6785	澳大利亚联邦大学	Federation University Australia	澳大利亚	A	A	0
7407	澳大利亚蓝带学院	Le Cordon Bleu Australia	澳大利亚	A	A	0
12993	澳大利亚商业管理学院	Australian Institute of Business and Management	澳大利亚	A	A	0
21153	澳大利亚航空学院	Aviation Australia	澳大利亚	A	A	0
22884	澳大拉西亚理工学院	Academies Australasia Polytechnic	澳大利亚	A	A	0
22885	澳大利亚音乐学院	The Australian Institute of Music	澳大利亚	A	A	0
22886	澳大利亚应用心理学院	Australian College of Applied Psychology	澳大利亚	A	A	0
22887	埃斯伯利商业技术学院	Eynesbury Institute of Business and Technology	澳大利亚	A	A	0
102854	澳津高等教育学院	OZFORD Institute of Higher Education	澳大利亚	A	A	0
102956	澳大利亚国立管理与商业学院	Australian National Institute of Management and Commerce	澳大利亚	A	A	0
103827	澳大利亚商学院	Australian Institute of Business	澳大利亚	A	A	0
103900	澳大利亚肯特学院	Kent Institute Australia	澳大利亚	A	A	0
104296	埃斯伯利学院	Eynesbury College	澳大利亚	A	A	0
104346	澳大利亚怀特豪斯设计学院	Whitehouse Institute of Design, Australia	澳大利亚	A	A	0
104896	澳大利亚高等教育学院	Australian Institute of Higher Education	澳大利亚	A	A	0
105665	澳大利亚自然疗法学院	Australasian College of Natural Therapies	澳大利亚	A	A	0
105696	澳大利亚理工学院	Polytechnic Institute Australia	澳大利亚	A	A	0
105937	澳大利亚与新西兰特许会计师协会	Chartered Accountants Australia and New Zealand	澳大利亚	A	A	0
111865	阿德莱德高等教育学院	Adelaide Institute of Higher Education	澳大利亚	A	A	0
120934	澳大利亚中汇学院	Edvantage Institute Australia	澳大利亚	A	A	0
4112	爱尔兰国立大学-高威	National University of Ireland, Galway	爱尔兰	A	A	0
4114	爱尔兰国立大学梅努斯分校	National University of Ireland, Maynooth	爱尔兰	A	A	0
22569	爱沙尼亚音乐与戏剧学院	Estonian Academy of Music and Theatre	爱沙尼亚	A	A	0
100480	爱沙尼亚生命科学大学	Estonian University of Life Sciences	爱沙尼亚	A	A	0
101932	爱沙尼亚商学院	Estonian Business School	爱沙尼亚	A	A	0
103903	爱沙尼亚艺术学院	Eesti Kunstiakadeemia	爱沙尼亚	A	A	0
105193	爱沙尼亚艺术学院	Estonian Academy of Arts	爱沙尼亚	A	A	0
22872	阿塞拜疆国立石油与工业大学	Azerbaijan State Oil and Industry University	阿塞拜疆	A	A	0
101650	阿塞拜疆国立师范大学	Azerbaijan State Pedagogical University	阿塞拜疆	A	A	0
102664	阿塞拜疆国立经济大学	Azerbaijan State University of Economics	阿塞拜疆	A	A	0
104640	阿塞拜疆理工大学	Azerbaijan Technical University	阿塞拜疆	A	A	0
105808	阿塞拜疆建筑大学	Azerbaijan University of Architecture and Construction	阿塞拜疆	A	A	0
106632	阿塞拜疆外交大学	ADA University	阿塞拜疆	A	A	0
121186	阿布·阿里·伊本·西那喀布尔医科大学	Kabul University of Medical Sciences Abu Ali Ibn Sina	阿富汗	A	A	0
103215	安纳巴巴吉穆赫塔尔大学	Université Badji Mokhtar -Annaba	阿尔及利亚	A	A	0
121015	阿卜·艾勒卡西姆·萨达拉阿尔及尔第二大学	Université d’Alger 2 Abou el Kacem Saâdallah	阿尔及利亚	A	A	0
103666	阿尔巴尼亚地中海大学	Universiteti Mesdhetar I Shqiperise	阿尔巴尼亚	A	A	0
21832	阿根廷企业大学	Universidad Argentina de la Empresa	阿根廷	A	A	0
104454	阿根廷约翰·肯尼迪大学	Universidad Argentina John F. Kennedy	阿根廷	A	A	0
106047	阿根廷天主教大学	Pontificia Universidad Católica Argentina "Santa María de los Buenos Aires"	阿根廷	A	A	0
20702	阿联酋航空大学	Emirates Aviation University	阿联酋	A	A	0
20711	阿联酋大学	United Arab Emirates University	阿联酋	A	A	0
20713	阿联酋酒店管理学院	The Emirates Academy of Hospitality Management	阿联酋	A	A	0
104029	半岛计算机和行政信息系统学院	El-Gazeera High Institute for Computer and Administrative information Systems	埃及	A	B	0
115606	本哈大学	Benha University	埃及	A	B	0
104131	巴哈达大学	Bahir Dar University	埃塞俄比亚	A	B	0
103925	布尔根兰高等专业学院	Fachhochschule Burgenland	奥地利	A	B	0
1478	邦德大学	Bond University	澳大利亚	A	B	0
1526	博士山技术与继续教育学院	Box Hill Institute	澳大利亚	A	B	0
22873	巴库斯拉夫大学	Baku Slavic University	阿塞拜疆	A	B	0
22875	巴库国立大学	Baku State University	阿塞拜疆	A	B	0
104053	巴库工程大学	Baku Engineering University	阿塞拜疆	A	B	0
104729	巴尔赫大学	Balkh University	阿富汗	A	B	0
20695	布迈德斯大学	University of Boumerdes	阿尔及利亚	A	B	0
103604	布默德斯穆罕默德·布加拉大学	Université M'Hamed Bougara - Boumerdes	阿尔及利亚	A	B	0
105629	卜利达阿里劳尼其第二大学	Université Blida 2 Ali Lounici	阿尔及利亚	A	B	0
105935	巴特纳第二大学	Université de Batna 2	阿尔及利亚	A	B	0
21833	布宜诺斯艾利斯大学	Universidad de Buenos Aires	阿根廷	A	B	0
21835	贝尔格拉诺大学	Universidad de Belgrano	阿根廷	A	B	0
21838	巴勒莫大学	Universidad de Palermo	阿根廷	A	B	0
115626	布宜诺斯艾利斯精神分析协会心理健康大学学院	Instituto Universitario de Salud Mental de la Asociación Psicoanalítica de Buenos Aires	阿根廷	A	B	0
1480	查尔斯达尔文大学	Charles Darwin University	澳大利亚	A	C	0
1481	查尔斯特大学	Charles Sturt University	澳大利亚	A	C	0
21834	CEMA大学	Universidad del CEMA	阿根廷	A	C	0
123615	德尔塔科学与技术大学	Delta University for Science and Technology	埃及	A	D	0
124079	迪拉大学	Dilla University	埃塞俄比亚	A	D	0
105029	蒂罗尔州库夫施泰因高等专业学院	Fachhochschule Kufstein Tirol	奥地利	A	D	0
1483	迪肯大学	Deakin University	澳大利亚	A	D	0
4109	都柏林圣三一大学	Trinity College Dublin, the University of Dublin	爱尔兰	A	D	0
4111	都柏林大学学院	University College Dublin	爱尔兰	A	D	0
4115	都柏林城市大学	Dublin City University	爱尔兰	A	D	0
4124	邓多克理工学院	Dundalk Institute of Technology	爱尔兰	A	D	0
4133	邓莱里文艺理工学院	Dun Laoghaire Institute of Art, Design and Technology	爱尔兰	A	D	0
100855	都柏林理工大学	Technological University Dublin	爱尔兰	A	D	0
110725	东南理工大学	South East Technological University	爱尔兰	A	D	0
111125	大西洋理工大学	Atlantic Technological University	爱尔兰	A	D	0
122705	达瓦特大学	Dawat University	阿富汗	A	D	0
101942	地拉那大学	University of Tirana	阿尔巴尼亚	A	D	0
104376	地拉那理工大学	Universiteti Politeknik i Tiranës	阿尔巴尼亚	A	D	0
20699	迪拜美国大学	The American University in Dubai	阿联酋	A	D	0
20701	迪拜加拿大大学	Canadian University Dubai	阿联酋	A	D	0
20710	地平线大学学院	Skyline University College	阿联酋	A	D	0
105068	迪拜英国大学	British University in Dubai	阿联酋	A	D	0
21830	二月三日国立大学	Universidad Nacional de Tres de Febrero	阿根廷	A	E	0
105593	法尤姆大学	Fayoum University	埃及	A	F	0
1485	弗林德斯大学	Flinders University	澳大利亚	A	F	0
8031	法学院	The College of Law	澳大利亚	A	F	0
104472	费蒂阿伯斯塞提夫大学	Ferhat Abbas University of Setif	阿尔及利亚	A	F	0
121153	费尔哈特·阿巴斯·塞提夫第一大学	Université Ferhat Abbas Sétif 1	阿尔及利亚	A	F	0
101811	发罗拉伊斯梅尔·捷马利大学	University “Ismail Qemali” Vlore	阿尔巴尼亚	A	F	0
104175	贡达尔大学	University of Gondar	埃塞俄比亚	A	G	0
8230	格拉茨音乐与表演艺术大学	Universität für Musik und darstellende Kunst Graz	奥地利	A	G	0
100117	格拉茨医科大学	Medizinische Universität Graz	奥地利	A	G	0
100118	格拉茨技术大学	Technische Universität Graz	奥地利	A	G	0
103790	格拉茨大学	Karl-Franzens-Universität Graz	奥地利	A	G	0
105348	格拉茨经济高等专业学院	Campus 02 Fachhochschule der Wirtschaft	奥地利	A	G	0
1486	格里菲斯大学	Griffith University	澳大利亚	A	G	0
102687	戈登技术与继续教育学院	Gordon Institute of TAFE	澳大利亚	A	G	0
103785	国际研究学院	The Institute of International Studies	澳大利亚	A	G	0
104239	国际商业与技术学院	International Institute of Business and Technology	澳大利亚	A	G	0
106451	国家艺术学院	National Art School	澳大利亚	A	G	0
113785	国际酒店管理学院	ICHM	澳大利亚	A	G	0
105788	国立航空学院	National Aviation Academy	阿塞拜疆	A	G	0
102155	国立电信信息技术与传播学院	Institut National des Télécommunications et des Technologies de l'Information et de la Communication	阿尔及利亚	A	G	0
102296	高等技术学院	الكليات التقنية	阿曼	A	G	0
102591	国立技术大学	Universidad Tecnológica Nacional	阿根廷	A	G	0
101082	赫尔万大学	Helwan University	埃及	A	H	0
1493	皇家墨尔本理工大学	Royal Melbourne Institute of Technology	澳大利亚	A	H	0
1523	黄金海岸技术与继续教育学院	Gold Coast Institute of TAFE	澳大利亚	A	H	0
1527	霍姆斯格兰技术与继续教育学院	Holmesglen Institute	澳大利亚	A	H	0
7294	霍尔姆斯学院	Holmes Institute	澳大利亚	A	H	0
22572	胡阿里布迈丁科技大学	University of Sciences and Technology Houari Boumediene	阿尔及利亚	A	H	0
21836	海事商务大学	Universidad de la Marina Mercante	阿根廷	A	H	0
114565	汉西翻译专科学校	Instituto Superior de Intérpretes de Idioma Chino	阿根廷	A	H	0
20705	哈里发大学	Khalifa University	阿联酋	A	H	0
104081	哈伊马角医药卫生科学大学	RAK Medical and Health Sciences University	阿联酋	A	H	0
121251	季马大学	Jimma University	埃塞俄比亚	A	J	0
105084	剑桥国际学院	CIC Higher Education	澳大利亚	A	J	0
118425	加利卜大学	Ghalib University	阿富汗	A	J	0
103099	君士坦丁国家理工学院	Ecole Nationale Polytechnique de Constantine	阿尔及利亚	A	J	0
105708	杰尔法大学	Université de Djelfa	阿尔及利亚	A	J	0
106268	君士坦丁第二大学	Université de Constantine 2 - Abdelhamid Mehri	阿尔及利亚	A	J	0
20719	开罗大学	Cairo University	埃及	A	K	0
20725	开罗美国大学	The American University in Cairo	埃及	A	K	0
104116	卡夫雷尔谢克大学	Kafrelsheikh University	埃及	A	K	0
106645	开罗莫卡塔姆语言、口译、行政科学和计算机高等学院	معهد القاهرة العالى للغات والترجمة الفورية والعلوم الادارية والحاسب الالى بالمقطم	埃及	A	K	0
100113	克莱姆斯高等专业学院	IMC Fachhochschule Krems GmbH.	奥地利	A	K	0
100165	克莱姆斯多瑙大学	Donau-Universität Krems	奥地利	A	K	0
101064	克恩藤高等专业学院	Fachhochschule Kärnten	奥地利	A	K	0
121825	克拉根福大学	Universität Klagenfurt	奥地利	A	K	0
1492	昆士兰科技大学	Queensland University of Technology	澳大利亚	A	K	0
1502	昆士兰大学	The University of Queensland	澳大利亚	A	K	0
1507	堪培拉大学	University of Canberra	澳大利亚	A	K	0
1517	堪培拉技术学院	Canberra Institute of Technology	澳大利亚	A	K	0
1528	康格巴曼技术与继续教育学院	Kangan Batman Institute of TAFE	澳大利亚	A	K	0
7411	科廷学院	Curtin College	澳大利亚	A	K	0
8086	康格学院	Kangan Institute	澳大利亚	A	K	0
8116	卡普兰商学院	Kaplan Business School	澳大利亚	A	K	0
8161	昆士兰商业技术学院	Queensland Institute of Business and Technology	澳大利亚	A	K	0
8364	科廷大学	Curtin University	澳大利亚	A	K	0
22879	昆士兰技术与继续教育学院	TAFE Queensland	澳大利亚	A	K	0
104092	坎宁学院	Canning College	澳大利亚	A	K	0
4110	科克大学学院	University College Cork	爱尔兰	A	K	0
104151	喀布尔理工大学	Kabul Polytechnic University	阿富汗	A	K	0
112265	卡丹大学	Kardan University	阿富汗	A	K	0
114625	喀布尔大学	Kabul University	阿富汗	A	K	0
121011	坎大哈大学	Kandahar University	阿富汗	A	K	0
121625	卡泰布大学	Kateb University	阿富汗	A	K	0
102991	康斯坦丁门托里兄弟第一大学	Université des Frères Mentouri Constantine 1	阿尔及利亚	A	K	0
105849	卡布斯苏丹大学	Sultan Qaboos University	阿曼	A	K	0
101867	科尔多瓦天主教大学	Universidad Católica de Córdoba	阿根廷	A	K	0
113746	科尔多瓦国立大学	Universidad Nacional de Córdoba	阿根廷	A	K	0
105328	卡西米亚大学	Al Qasimiya University	阿联酋	A	K	0
100120	莱奥本矿业大学	Montanuniversität Leoben	奥地利	A	L	0
100121	林茨艺术与工业设计大学	Universität für künstlerische und industrielle Gestaltung Linz	奥地利	A	L	0
102232	林茨教区私立师范学院	Private Pädagogische Hochschule der Diözese Linz	奥地利	A	L	0
103010	林茨大学	Johannes Kepler Universität Linz	奥地利	A	L	0
1488	乐卓博大学	La Trobe University	澳大利亚	A	L	0
102839	拉筹伯学院	La Trobe College	澳大利亚	A	L	0
113885	拉萨尔学院墨尔本分校	LCI Melbourne	澳大利亚	A	L	0
122146	里昂学院	Lyons College	澳大利亚	A	L	0
4113	利默里克大学	University of Limerick	爱尔兰	A	L	0
21839	拉里奥哈国立大学	Universidad Nacional de La Rioja	阿根廷	A	L	0
21840	洛马斯德萨莫拉国立大学	Universidad Nacional de Lomas de Zamora	阿根廷	A	L	0
103864	罗萨里奥国立大学	Universidad Nacional de Rosario	阿根廷	A	L	0
104688	拉丁美洲社会科学院（FLACSO）	Facultad Latinoamericana de Ciencias Sociales (FLACSO)	阿根廷	A	L	0
120426	拉努斯国立大学	Universidad Nacional de Lanús	阿根廷	A	L	0
20721	曼苏拉大学	Mansoura University	埃及	A	M	0
102092	米尼亚大学	Minia University	埃及	A	M	0
102434	梅努菲亚大学	Menoufia University	埃及	A	M	0
104348	默克莱大学	Mekelle University	埃塞俄比亚	A	M	0
1489	麦考瑞大学	Macquarie University	澳大利亚	A	M	0
1490	莫纳什大学	Monash University	澳大利亚	A	M	0
1491	莫道克大学	Murdoch University	澳大利亚	A	M	0
1498	墨尔本大学	The University of Melbourne	澳大利亚	A	M	0
7922	莫纳什学院	Monash College	澳大利亚	A	M	0
8015	墨尔本商业技术学院	Melbourne Institute of Business and Technology	澳大利亚	A	M	0
100915	墨尔本理工学院	Melbourne Polytechnic	澳大利亚	A	M	0
100962	墨尔本技术学院	Melbourne Institute of Technology	澳大利亚	A	M	0
104748	芒斯特省理工大学	Munster Technological University	爱尔兰	A	M	0
124405	麦旺高等教育学院	Maiwand Institute of Higher Education	阿富汗	A	M	0
103920	莫斯塔加涅姆阿卜杜勒·哈米德·伊本·巴迪斯大学	Université Abdelhamid Ibn Badis Mostaganem	阿尔及利亚	A	M	0
105257	穆罕默德·阿勒巴希尔·阿勒易卜拉欣-博尔吉·布阿雷里德大学	Université Mohamed El Bachir El Ibrahimi de Bordj Bou Arréridj El-Anasser	阿尔及利亚	A	M	0
101780	美洲开放大学	Universidad Abierta Interamericana	阿根廷	A	M	0
102955	贸易科学高级研究基金会私立学院	Instituto Privado “Fundación Altos Estudios en Ciencias Comerciales”	阿根廷	A	M	0
120866	迈蒙尼德大学	Universidad Maimónides	阿根廷	A	M	0
112965	穆罕默德·本·扎耶德人工智能大学	Mohamed Bin Zayed\nUniversity of Artificial Intelligence	阿联酋	A	M	0
1494	南十字星大学	Southern Cross University	澳大利亚	A	N	0
1501	纽卡斯尔大学	The University of Newcastle	澳大利亚	A	N	0
1508	南澳大利亚大学	University of South Australia	澳大利亚	A	N	0
1509	南昆士兰大学	University of Southern Queensland	澳大利亚	A	N	0
7316	南澳大利亚技术与继续教育学院	TAFE SA	澳大利亚	A	N	0
22892	南澳大利亚商业技术学院	South Australian Institute of Business and Technology	澳大利亚	A	N	0
103313	南十字星教育学院	Southern cross education institute	澳大利亚	A	N	0
121154	楠格哈尔大学	Nangarhar University	阿富汗	A	N	0
103086	南方大学	Universidad Austral	阿根廷	A	N	0
22876	奇泽姆技术与继续教育学院	Chisholm Institute of TAFE	澳大利亚	A	Q	0
21837	企业与社会科学大学	Universidad de Ciencias Empresariales y Sociales	阿根廷	A	Q	0
20722	苏伊士运河大学	Suez Canal University	埃及	A	S	0
101467	苏伊士大学	Suez University	埃及	A	S	0
102376	十月六日大学	October 6 University	埃及	A	S	0
8260	萨尔茨堡莫扎特大学	Universität Mozarteum Salzburg	奥地利	A	S	0
8293	萨尔茨堡大学	Universität Salzburg	奥地利	A	S	0
13073	萨尔茨堡高等专业学院	Fachhochschule Salzburg	奥地利	A	S	0
101248	施泰尔马克师范学院	Pädagogische Hochschule Steiermark	奥地利	A	S	0
104238	上奥地利州高等专业学院	Fachhochschule Oberösterreich Studienbetriebs GmbH	奥地利	A	S	0
1495	斯文本科技大学	Swinburne University of Technology	澳大利亚	A	S	0
7539	S P Jain全球管理学院	S P Jain School of Global Management	澳大利亚	A	S	0
7855	斯道兹学院	Stotts Colleges	澳大利亚	A	S	0
22878	桑瑞斯技术与继续教育学院	Sunraysia Institute of TAFE	澳大利亚	A	S	0
103401	SAE创意媒体学院	SAE Creative Media Institute	澳大利亚	A	S	0
124073	斯坦利学院	Stanley College	澳大利亚	A	S	0
116645	沙希德拉巴尼教授教育大学	Shaheed Prof.Rabbani Education University	阿富汗	A	S	0
105148	1955年8月20日斯基克达大学	Université 20 août 1955-Skikda	阿尔及利亚	A	S	0
114745	赛义达穆莱·塔哈尔博士大学	Université de Saida Dr.Moulay Tahar	阿尔及利亚	A	S	0
106051	斯库台大学	University of Shkodra "Luigj Gurakuqi"	阿尔巴尼亚	A	S	0
100192	萨尔瓦多大学	Universidad del Salvador	阿根廷	A	S	0
104687	圣安德烈斯大学	Universidad de San Andrés	阿根廷	A	S	0
20698	沙迦美国大学	American University of Sharjah	阿联酋	A	S	0
20706	石油学院	The Petroleum Institute	阿联酋	A	S	0
20714	沙迦大学	University of Sharjah	阿联酋	A	S	0
20723	坦塔大学	Tanta University	埃及	A	T	0
115605	坦塔高等工程技术学院	Tanta Higher Institute of Engineering and Technology	埃及	A	T	0
1510	塔斯马尼亚大学	University of Tasmania	澳大利亚	A	T	0
22882	托伦斯大学	Torrens University Australia	澳大利亚	A	T	0
103344	塔斯马尼亚技术与继续教育学院	TasTAFE	澳大利亚	A	T	0
104971	泰勒学院	Taylors College	澳大利亚	A	T	0
21156	塔尔图大学	University of Tartu	爱沙尼亚	A	T	0
22570	塔林理工大学	Tallinn University of Technology	爱沙尼亚	A	T	0
102467	塔林大学	Tallinn University	爱沙尼亚	A	T	0
124467	塔哈尔大学	Takhar University	阿富汗	A	T	0
103889	塔曼拉斯塞特大学中心	Centre Universitaire de Tamanrasset	阿尔及利亚	A	T	0
105279	提济乌祖穆卢德·马迈里大学	Université Mouloud Mammeri de Tizi Ouzou	阿尔及利亚	A	T	0
104834	托尔夸托•迪特拉大学	Universidad Torcuato Di Tella	阿根廷	A	T	0
122572	五月十五日高等工程学院	Higher Institute of Engineering 15th of May	埃及	A	W	0
8239	维也纳大学	Universität Wien	奥地利	A	W	0
8261	维也纳医科大学	Medizinische Universität Wien	奥地利	A	W	0
8295	维也纳音乐与艺术市立大学	Musik und Kunst Privatuniversität der Stadt Wien	奥地利	A	W	0
8300	维也纳技术大学	Technische Universität Wien	奥地利	A	W	0
8301	维也纳应用艺术大学	Universität für angewandte Kunst Wien	奥地利	A	W	0
8331	维也纳农业大学	Universität für Bodenkultur Wien	奥地利	A	W	0
100119	维也纳模都尔大学	Modul Universität Wien	奥地利	A	W	0
100163	维也纳造型艺术学院	Akademie der Bildenden Künste Wien	奥地利	A	W	0
100166	维也纳音乐与表演艺术大学	Universität für Musik und darstellende Kunst Wien	奥地利	A	W	0
100544	维也纳技术高等专业学院	Fachhochschule Technikum Wien	奥地利	A	W	0
101165	维也纳经济大学	Wirtschaftsuniversität Wien	奥地利	A	W	0
102815	维也纳康普斯高等专业学院	Fachhochschule Campus Wien	奥地利	A	W	0
103894	维也纳爵士与流行音乐大学	Jam Music Lab - Privatuniversität für Jazz und Popularmusik Wien	奥地利	A	W	0
104475	维也纳兽医大学	Veterinärmedizinische Universität Wien	奥地利	A	W	0
105389	维也纳新城高等专业学院	Fachhochschule Wiener Neustadt	奥地利	A	W	0
112565	维也纳经济高等专业学院	FHWien der WKW	奥地利	A	W	0
1513	伍伦贡大学	University of Wollongong	澳大利亚	A	W	0
1514	维多利亚大学	Victoria University	澳大利亚	A	W	0
1531	威廉安格利斯技术与继续教育学院	William Angliss Institute of TAFE	澳大利亚	A	W	0
13002	文特沃斯高等教育学院	Wentworth Institute of Higher Education	澳大利亚	A	W	0
104942	维多利亚理工学院	Victorian Institute of Technology	澳大利亚	A	W	0
106338	伍伦贡学院	UOW College	澳大利亚	A	W	0
105202	行政与合作研究高等学院	Higher Institute of Administrative and Cooperative Studies	埃及	A	X	0
123614	西奈大学	Sinai University	埃及	A	X	0
123912	西格蒙德弗洛伊德私立大学	Sigmund Freud Privatuniversität	奥地利	A	X	0
1499	新英格兰大学	University of New England	澳大利亚	A	X	0
1500	新南威尔士大学	The University of New South Wales	澳大利亚	A	X	0
1503	悉尼大学	The University of Sydney	澳大利亚	A	X	0
1504	西澳大利亚大学	The University of Western Australia	澳大利亚	A	X	0
1511	悉尼科技大学	University of Technology Sydney	澳大利亚	A	X	0
7120	悉尼商业技术学院	Sydney Institute of Business and Technology	澳大利亚	A	X	0
7157	悉尼国际管理学院	International College of Management, Sydney	澳大利亚	A	X	0
8112	信息技术学院	Academy of Information Technology	澳大利亚	A	X	0
22880	西澳国际技术与继续教育学院	TAFE International Western Australia	澳大利亚	A	X	0
22894	西悉尼大学	Western Sydney University	澳大利亚	A	X	0
103705	新南威尔士技术与继续教育学院	TAFE NSW	澳大利亚	A	X	0
104390	悉尼环球商学院	Universal Business School Sydney	澳大利亚	A	X	0
105443	悉尼传统中医学院	Sydney Institute of Traditional Chinese Medicine	澳大利亚	A	X	0
121308	悉尼理工学院	Sydney Polytechnic Institute	澳大利亚	A	X	0
122840	悉尼科技大学学院	University of Technology Sydney College	澳大利亚	A	X	0
105634	香农理工大学-中部中西部	Technological University of the Shannon: Midlands Midwest	爱尔兰	A	X	0
121868	西里海大学	Western Caspian University	阿塞拜疆	A	X	0
102288	西迪贝勒阿巴斯吉拉里里耶比思大学	جامعة جيلالي ليابس سيدي بلعباس	阿尔及利亚	A	X	0
20718	亚历山大大学	Alexandria University	埃及	A	Y	0
103934	亚历山大马里奥特国王计算机高等学院	Higher Institute of Computer King Marriott-Alex	埃及	A	Y	0
104146	亚历山大马里奥特国王旅游酒店高等学院	Higher Institute of Tourism and Hotels,King Marriott, Alexandria	埃及	A	Y	0
101961	亚的斯亚贝巴大学	Addis Ababa University	埃塞俄比亚	A	Y	0
100123	因斯布鲁克大学	Universität Innsbruck	奥地利	A	Y	0
101063	约阿内高等专业学院	Fachhochschule Joanneum	奥地利	A	Y	0
115705	因斯布鲁克医科大学	Medizinische Universität Innsbruck	奥地利	A	Y	0
1484	伊迪斯科文大学	Edith Cowan University	澳大利亚	A	Y	0
1515	阳光海岸大学	University of the Sunshine Coast	澳大利亚	A	Y	0
8459	伊迪斯科文学院	Edith Cowan College	澳大利亚	A	Y	0
22888	英才教育学院	Elite Education Institute	澳大利亚	A	Y	0
104369	亚太国际学院	Asia Pacific International College	澳大利亚	A	Y	0
104420	音乐与表演艺术学院	Academy of Music and Performing Arts	澳大利亚	A	Y	0
104577	伊塞西雅学院	Excelsia College	澳大利亚	A	Y	0
22564	亚历山大乔瓦尼大学	Universiteti "Aleksander Xhuvani" Elbasan	阿尔巴尼亚	A	Y	0
101341	扎加齐克大学	Zagazig University	埃及	A	Z	0
109865	中欧大学私立大学	Central European University Private University	奥地利	A	Z	0
1479	中央昆士兰大学	Central Queensland University	澳大利亚	A	Z	0
1487	詹姆斯库克大学	James Cook University	澳大利亚	A	Z	0
105128	中央技术学院	Central Institute of Technology	澳大利亚	A	Z	0
104541	阿拉伯美国大学	Arab American University	巴勒斯坦	B	A	0
111846	阿巴辛大学	Abasyn University	巴基斯坦	B	A	0
101781	安汉比莫隆比大学	Universidade Anhembi Morumbi	巴西	B	A	0
103955	埃斯塔西奥·德·萨大学	Universidade Estácio de Sá	巴西	B	A	0
105616	阿拉戈斯联邦大学	Universidade Federal de Alagoas	巴西	B	A	0
106453	AIEC学院	Faculdade AIEC	巴西	B	A	0
119546	阿曼多·阿尔瓦雷斯·彭特亚多基金会法学院	Faculdade de Direito da Fundação Armando Alvares Penteado	巴西	B	A	0
21197	安特卫普大学	Universiteit Antwerpen	比利时	B	A	0
21198	安特卫普大学学院	Artesis Plantijn Hogeschool Antwepen	比利时	B	A	0
21199	安特卫普管理学院	Antwerp Management School	比利时	B	A	0
122007	阿尔贝·雅卡尔高等学院	Haute Ecole Albert Jacquard	比利时	B	A	0
105267	奥波莱大学	Uniwersytet Opolski	波兰	B	A	0
116905	安特诺尔·奥雷戈私立大学	Universidad Privada Antenor Orrego	秘鲁	B	A	0
101380	阿波美-卡拉维大学	Université d'Abomey-Calavi	贝宁共和国	B	A	0
106351	阿波美-卡拉维大学-国立应用经济与管理学院	Université d'Abomey-Calavi - Ecole Nationale d'Economie Appliquée et de Management	贝宁共和国	B	A	0
102272	保加利亚美国大学	American University in Bulgaria	保加利亚	B	B	0
103341	冰岛大学	Háskóli Íslands	冰岛	B	B	0
106350	冰岛艺术大学	Listaháskóli Íslands	冰岛	B	B	0
112245	博茨瓦纳大学	University of Botswana	博茨瓦纳	B	B	0
20876	白沙瓦大学	University of Peshawar	巴基斯坦	B	B	0
20880	巴基斯坦工程与应用科学学院	Pakistan Institute of Engineering and Applied Sciences	巴基斯坦	B	B	0
20882	巴利亚大学	Bahria University	巴基斯坦	B	B	0
101324	白沙瓦农业大学	The University of Agriculture Peshawar	巴基斯坦	B	B	0
102660	巴哈丁·扎卡里亚大学	Bahauddin Zakariya University	巴基斯坦	B	B	0
103088	巴基斯坦经济发展学院	Pakistan Institute of Development Economics	巴基斯坦	B	B	0
103607	白沙瓦萨哈德科学与信息技术大学	Sarhad University of Science & Information Technology, Peshawar	巴基斯坦	B	B	0
104387	白沙瓦工程技术大学	University of Engineering and Technology, Peshawar	巴基斯坦	B	B	0
105007	本努科技大学	University of Science and Technology, Bannu	巴基斯坦	B	B	0
105198	俾路支斯坦大学	University of Balochistan	巴基斯坦	B	B	0
105359	比肯豪斯国立大学	Beaconhouse National University	巴基斯坦	B	B	0
105531	巴哈瓦尔布尔伊斯兰大学	The Islamia University of Bahawalpur	巴基斯坦	B	B	0
107066	巴沙汗大学	Bacha Khan University	巴基斯坦	B	B	0
111665	白沙瓦伊斯兰学院	Islamia College Peshawar	巴基斯坦	B	B	0
103178	巴拿马大学	Universidad de Panamá	巴拿马	B	B	0
104975	巴拿马拉丁大学	Universidad Latina de Panamá	巴拿马	B	B	0
21846	巴西利亚大学	Universidade de Brasília	巴西	B	B	0
