状态	地区	统计年份	学校名称	主管部门	所在地	办学层次	备注
0	甘肃省	2007	兰州工业高等专科学校	甘肃省	兰州市	专科	
0	甘肃省	2007	甘肃联合大学	甘肃省	兰州市	专科	
0	甘肃省	2007	兰州商学院	甘肃省	兰州市	本科	
0	甘肃省	2007	甘肃中医学院	甘肃省	兰州市	本科	
0	甘肃省	2007	合作民族师范高等专科学校	甘肃省	合作市	专科	
0	甘肃省	2007	平凉医学高等专科学校	甘肃省	平凉市	专科	
0	甘肃省	2007	张掖医学高等专科学校	甘肃省	张掖市	专科	
0	青海省	2007	青海民族师范高等专科学校	青海省	共和县	专科	
0	青海省	2007	青海师范高等专科学校	青海省	西宁市	专科	
0	青海省	2007	青海财经职业学院	青海省	西宁市	专科	
0	青海省	2007	青海民族学院	青海省	西宁市	本科	
0	宁夏回族自治区	2007	西北第二民族学院	国家民委	银川市	本科	
0	宁夏回族自治区	2007	银川科技职业学院	宁夏区教育厅	银川市	专科	
0	宁夏回族自治区	2010	宁夏司法警官职业学院	宁夏回族自治区	银川市	专科	
0	宁夏回族自治区	2012	宁夏防沙治沙职业技术学院	宁夏回族自治区	银川市	专科	
0	宁夏回族自治区	2007	宁夏医学院	自治区政府	银川市	本科	
0	新疆维吾尔自治区	2013	喀什师范学院	新疆维吾尔自治区	喀什地区	本科	
0	新疆维吾尔自治区	2007	新疆警官高等专科学校	自治区政府	乌鲁木齐	专科	
0	新疆维吾尔自治区	2007	新疆工业高等专科学校	自治区政府	乌鲁木齐市	专科	
